Protein,AMIKACIN,AMP,AZITHROMYCIN,BDQ,CAP,CEF,CHLORAMPHENICOL,CIPROFLOXACIN,CLARYTHROMYCIN,CLOFAZIMINE,CPZ,CYCLOSERINED,DELx,DOXYCYCLINE,ECONAZOLE,EMB,EMBx,ERY,ETA,ETHIDIUMBROMIDE,FUSIDICACID,INH,Kanamycin,LEVO,LINEZOLID,LZDx,MENADIONE,MINOCYCLINE,MTM,Moxifloxacin,NIGERICIN,NITROFURANTOIN,NORFLOXACIN,NOVOBIOCIN,OFLOX,OFX1,OXA,PA824,PBTZ169x,RIF,ROX,SM,SPECTINOMYCIN,SQ109,SUTx,TET,THZ (1hrMIC),TRZ,TUNICAMYCIN,VANCOMYCIN,VERAPAMIL,VERx
O33194,1410468.783,2110667.721,876414.9066,74430.26267,1256292.844,891769.7747,1151744.579,37422.87071,943450.411,28083.17736,65372.1309,2489124.938,162545.1815,838537.4317,85342.31727,1462915.716,1462915.716,943478.011,1211899.538,80454.83548,508028.1068,2128243.558,1435808.089,47855.63637,1365916.525,1365916.525,635410.9711,859546.7488,1176904.1,24600.61998,1377092.402,1532104.731,39203.92321,76193.17906,47855.63637,47855.63637,3025784.03,207123.6533,169296.999,36405.88169,951530.3737,1438686.794,957878.7554,945753.7794,3721781.761,820429.2331,2125789.685,43017.81015,1554688.194,73964.70091,69096.97365,69096.97365
O33283,270799.2981,1140876.501,768031.7821,896073.8511,652933.1633,582645.1033,893507.2362,1019886.549,730167.0509,700023.7018,1823724.339,627116.7762,1359623.413,992125.5336,877035.415,1223514.737,1223514.737,777516.7445,715536.3245,767697.4719,322020.7319,673859.3479,332286.1286,1627430.773,984321.8686,984321.8686,825183.7419,946863.7456,231996.1724,1526427.998,1683867.408,806818.8501,1122816.089,726075.5182,1627430.773,1627430.773,1109221.327,1298773.445,1006323.663,1773094.941,850323.6296,857635.6852,683225.0022,1587611.293,944766.0242,824881.9456,590364.6745,749547.4209,544007.1112,821631.0762,1960203.187,1960203.187
O33289,465729.2503,407037.4261,695739.4902,116434.9045,924149.154,813978.4187,158714.5852,71730.53891,530497.7014,101884.3826,125179.0796,729028.4968,71143.30879,681472.8716,55651.57404,434149.3854,434149.3854,531397.7014,701128.937,177548.9933,161668.9584,655359.6307,767090.9172,70363.48596,520997.3779,520997.3779,249526.6822,717846.1166,569694.981,70367.47153,278994.2991,207046.6756,74430.54769,94762.84912,70363.48596,70363.48596,531151.0941,64607.43814,74059.93063,71541.65185,521519.996,1391223.017,594828.2119,462545.0879,516755.391,718111.4424,849721.3635,51302.10279,920688.8664,58974.3106,114047.9253,114047.9253
O33336,399315.5589,885236.6563,448368.489,40270.24343,443936.4486,584437.0545,567266.8198,22453.46603,374645.0661,31701.67113,155954.1423,1153869.132,412165.5422,358480.8554,67041.91983,711214.2887,711214.2887,375238.2471,925209.6872,161183.5776,350851.0585,1100152.518,460633.8271,28783.90152,516810.2363,516810.2363,520281.8924,365251.9394,466300.4676,21199.53601,394922.8577,839605.1159,20665.28411,45864.83923,28783.90152,28783.90152,726353.7661,483835.4413,220533.3313,26704.29774,461284.6959,387452.1718,391596.0881,588416.8954,647520.2042,358653.5001,1201512.698,14769.22083,394388.2139,15495.98947,45721.9534,45721.9534
O33348,445464.9795,1444658.237,1149020.105,1240972.528,981902.3878,945642.6884,1398076.761,1312956.183,882818.8486,1051590.798,1902934.752,864121.6305,1696216.906,1030390.728,1126176.588,1613194.327,1613194.327,930467.7986,1214359.172,1278852.93,816316.1483,1040124.182,559180.64,1715213.593,1159625.186,1159625.186,924047.7595,1055038.43,557262.7247,1676493.733,1802451.331,997066.064,1383402.15,1073950.715,1715213.593,1715213.593,1325274.487,1742749.897,1503535.365,2050427.945,940853.405,1337995.319,860172.9786,2000652.098,997364.1474,952661.7799,819297.7089,1113711.482,1031060.108,1273476.575,2175887.333,2175887.333
O33363,1804771.228,1019566.314,1099937.204,126675.7379,1667639.741,1094910.609,1004559.747,70639.97571,912745.4124,41968.22048,74451.2276,1578427.711,142915.7502,901319.7018,50708.98174,2036147.669,2036147.669,905961.3834,1553370.956,140780.7225,944389.4459,1711224.652,1866281.585,56482.35629,1760474.634,1760474.634,1218453.566,911996.1102,1023269.903,56969.68568,1664880.847,917812.3549,82651.25005,89113.97607,56482.35629,56482.35629,444868.9341,162832.2958,160728.4544,72720.95579,879681.8482,1574430.498,884373.8415,1793009.561,479132.6362,888142.7015,2739425.676,58433.31505,1553217.59,70730.09233,99067.08007,99067.08007
O50406,144177.0148,240799.6515,82566.56745,72502.90804,240945.8603,243722.4148,201088.8957,25444.43827,93550.77088,20769.65579,153090.1682,348249.2076,434270.6161,227126.3313,34542.70803,154062.9332,154062.9332,93025.23388,332867.6209,133314.084,90400.41874,373837.2275,136686.544,47284.47293,202559.8413,202559.8413,207093.9945,235920.9267,145222.8158,34733.08625,96167.42762,261580.9418,25233.6715,84970.20691,47284.47293,47284.47293,334491.2917,483820.133,226667.4013,71160.70051,109961.6251,155576.9963,139108.1707,209310.2651,117114.7887,220438.8727,460766.8045,25054.98609,210999.1036,19830.25421,73159.25588,73159.25588
O53166,59160.05162,98640.82983,75901.59775,78512.8861,108893.5163,71023.9283,221043.2169,9856.994685,80531.91607,12241.85422,52688.03341,174154.7192,39200.17315,30330.26527,35082.05675,276790.0676,276790.0676,82703.41147,430255.4469,88158.59618,31659.84726,368209.8283,83132.06315,41193.53589,87147.43838,87147.43838,55181.33927,37621.3486,57156.96575,28506.07954,51755.34729,228576.0389,11601.75195,69006.28015,41193.53589,41193.53589,123843.085,32747.542,51659.4241,43854.76274,132614.7814,103377.6986,45149.57976,143870.0233,263635.754,31867.5633,1060334.455,36348.42953,55490.58653,10105.06983,51150.44934,51150.44934
O53168,612739.4858,535305.0679,504972.1662,140658.3562,706336.991,572051.5858,651261.5521,61518.52664,572615.6412,98870.6851,130810.5454,604196.3776,101892.7813,687622.3609,146578.5111,733874.552,733874.552,574197.6412,638598.2612,148928.6096,582273.1904,733363.856,593680.6972,45697.3069,682990.5621,682990.5621,619528.1033,538928.6652,535567.8996,50585.45985,591785.4535,708706.1411,94547.29041,102224.416,45697.3069,45697.3069,423069.2787,114434.2892,107489.7937,82071.76957,598024.9189,465760.8266,483432.629,632408.9147,450054.3349,495571.035,720751.6505,299208.7584,569287.0713,38929.48027,117590.9546,117590.9546
O53177,994109.7188,844604.285,816905.1238,161346.7442,1060963.16,823902.1777,1284232.654,67531.48642,760753.6875,120255.5985,148229.5454,1319263.066,309233.998,952053.3353,153471.2235,1808106.25,1808106.25,775752.9575,2161245.29,221550.2844,911357.6126,1578557.059,1041342.422,76827.92334,1218539.388,1218539.388,1016723.141,769979.89,706227.472,72623.6872,1276556.668,1063545.595,121298.8669,76412.51612,76827.92334,76827.92334,522973.0391,308399.1529,197306.4483,63322.80469,647605.0797,1116078.62,781199.9261,1119088.379,660462.3241,732992.2204,3107159.39,308137.1339,1154342.312,61366.03463,144956.527,144956.527
O53181,81960.21836,112395.1268,59934.28589,18145.87833,101953.5999,86101.64077,104469.0879,8147.979177,92139.56544,8157.496323,42980.68158,179041.42,22671.99539,96421.56777,13812.09717,264372.0549,264372.0549,93776.92544,208351.7533,101392.108,35922.30864,232481.5105,93409.38746,8492.014686,97078.59406,97078.59406,120668.6351,87377.84497,72094.5989,9462.932283,60020.03182,166145.0453,9653.780056,36261.68133,8492.014686,8492.014686,69150.91006,16501.95208,22735.23033,10543.02602,93459.28342,87477.95068,62071.50337,125592.1443,89156.69113,76554.91921,486866.9476,9723.315333,70807.50228,8527.29998,20539.55164,20539.55164
O53289,721989.734,402278.131,566536.6907,168927.1462,788862.7013,564262.8946,659845.3577,162078.4817,491730.2835,272196.7669,322182.802,681652.1703,287517.9587,424283.8576,193493.9817,851891.9548,851891.9548,506224.5135,1127499.494,322622.5624,437672.228,939572.324,873579.2959,180492.2447,897946.7308,897946.7308,604046.3332,430633.732,639166.247,170584.9243,528626.5904,613031.7775,133850.6131,232269.1636,180492.2447,180492.2447,447695.1917,306675.9751,309118.515,163337.4015,519560.0051,649395.7881,495211.3808,777773.3673,356473.5045,428500.8614,1672612.321,156751.8377,547763.0013,74722.69773,158184.3077,158184.3077
O53353,850529.5097,891440.8783,742592.3557,426716.8863,822841.4423,784383.5602,793366.5953,329117.0283,620183.0807,1021134.028,750077.9542,1496095.13,800816.345,919983.737,1012507.486,1599971.967,1599971.967,626364.3357,1959206.16,1321670.27,666970.9092,1621497.069,1028224.086,363156.462,721876.3334,721876.3334,992034.3828,887000.6926,553689.1897,327795.007,637769.2057,1115868.003,284841.353,303823.6595,363156.462,363156.462,415162.9632,980037.185,757023.2543,245863.8941,550194.9723,974372.9129,870557.5415,944610.2035,482998.7917,880240.7386,2560905.656,388476.105,802937.1038,133380.3903,464693.4001,464693.4001
O53361,216652.453,279518.1098,286754.4561,61026.02239,189870.5931,302291.2833,379384.5341,35392.58633,318946.3334,45620.88703,99810.09071,757509.179,91216.41428,307724.6081,40763.75611,444911.8602,444911.8602,321075.3684,724385.069,77617.61803,322553.1656,344101.2561,205971.5613,33205.59593,223854.3675,223854.3675,335930.1007,335077.8713,216870.0373,43618.9839,308503.4633,309710.5466,36545.69033,131250.0798,33205.59593,33205.59593,162858.8218,83022.11299,49149.80637,42591.24665,122263.7978,247197.7813,273785.9066,102010.9198,175137.3744,316332.5706,975272.2544,69560.66372,299606.2519,63836.09161,35556.9442,35556.9442
O53423,400413.2087,451675.7138,369615.8123,55808.11527,433820.0473,308492.3627,496885.6715,91386.10368,313698.9833,69007.18265,101590.4458,846618.599,132747.5773,345289.0109,70810.18537,1807588.481,1807588.481,313598.6833,2052568.947,139412.5457,348337.3852,1012729.908,538227.1005,106548.2449,278943.4282,278943.4282,430367.1877,384520.1085,448223.5529,82090.26647,382353.0944,435691.8999,93398.23968,134053.9322,106548.2449,106548.2449,681819.1496,179657.5861,150190.642,75607.8959,303947.2878,487130.3225,369632.8894,467306.7929,934973.4511,342415.4428,2129232.608,73744.6048,209074.2579,88800.78703,59087.60868,59087.60868
O53424,258203.9886,372777.7002,407555.9903,121536.4914,400803.0887,456344.7937,429542.4514,89246.0005,352991.5426,47027.37066,112442.1156,423280.3272,344345.7961,377110.5075,137477.6111,443180.483,443180.483,352991.6406,1457914.922,234210.4169,263511.1191,762245.2614,497061.681,99978.96719,370555.6917,370555.6917,367976.0806,426040.5028,586953.8738,73897.89633,275363.3438,451527.5226,80867.01983,171202.7838,99978.96719,99978.96719,399714.3902,445453.9823,301369.4693,76202.86734,315199.4412,397824.2928,337868.8003,606239.8813,255454.6162,374779.6505,2690931.954,100722.7729,395707.4823,125006.4754,98591.82657,98591.82657
O53443,186538.9605,883755.1795,351468.3919,83044.29595,240533.9387,302678.1013,535809.8123,36757.0364,337084.3568,50729.3414,199530.3808,1160611.279,65208.17425,382139.4137,45714.08693,1245900.64,1245900.64,317002.2628,1508095.555,270520.5706,169616.0202,1224136.897,468796.3584,53025.25727,262829.2172,262829.2172,443128.5251,386459.3075,298177.9618,59923.75977,220379.9927,854687.6837,44217.77347,93300.78649,53025.25727,53025.25727,1153684.436,78386.12892,74752.75721,66154.80507,241841.0015,337374.7538,296168.5696,339444.8579,997438.5797,341785.0076,2510484.16,39081.17682,307386.3037,31643.77536,74142.15733,74142.15733
O53493,259510.3607,321536.1247,240265.2858,94944.96595,273421.4537,84207.22302,418461.6207,18744.91462,262691.584,27627.2442,70167.91817,494386.2883,146224.8225,152474.7071,39968.06416,570849.0182,570849.0182,260914.7594,425795.2891,82599.05884,99740.87294,321151.7819,309646.6353,26365.09205,231275.4187,231275.4187,130530.8802,139272.4628,302087.8518,53978.04018,268711.8082,467036.6221,29843.83662,97980.34654,26365.09205,26365.09205,422782.6026,159917.8269,124178.0776,89969.70264,287341.4333,309432.538,238526.4948,319352.1543,194137.7346,140650.4729,996163.966,56006.35155,303680.906,41951.39342,82986.2244,82986.2244
O53512,374700.6726,162742.2281,478338.4296,14572.36817,929231.2761,686378.9985,452806.0111,10834.57273,386885.2711,12198.62431,107001.087,280431.4199,97635.17259,551291.621,35750.41304,206284.2821,206284.2821,386890.4521,1219646.458,92079.1726,67071.33125,372197.7606,426585.449,14093.34162,484350.2409,484350.2409,97357.31752,552675.5287,491842.5909,10393.62068,205504.4666,462768.9752,9970.923798,37094.83867,14093.34162,14093.34162,252610.4583,128472.8639,107863.1926,19615.79016,462827.4396,1177062.501,453607.6526,461111.8237,186749.2187,549662.559,2004351.545,19436.5315,860834.8811,33381.27587,66374.68924,66374.68924
O53547,230529.07,405663.902,215525.7036,158649.7701,344985.6236,291507.136,649927.7053,99079.0386,247118.5227,63210.20199,127923.1764,364313.3406,191535.0541,188417.6318,131314.027,692898.1774,692898.1774,248777.5227,794846.8291,184927.3556,354112.0423,933017.1118,264363.8167,93841.22033,453225.9302,453225.9302,451908.3374,255723.0047,207321.3358,96114.79921,417346.9346,561966.1906,109069.1892,200676.8149,93841.22033,93841.22033,600191.7967,262524.8627,199139.4256,109606.9555,190743.5324,296671.9141,151523.9747,509782.1148,656819.941,191365.7806,1415690.38,110464.0281,310006.2864,113835.6801,150793.0792,150793.0792
O53551,223700.4198,453702.71,115888.1217,121310.491,262526.1993,184883.8802,249521.0036,21848.5787,130979.65,17166.77088,157563.0566,478464.9314,564966.9867,113397.625,38558.20555,531194.5578,531194.5578,125244.243,628057.4111,117243.0167,112424.5644,520011.1681,164959.4616,24299.87598,137540.3466,137540.3466,242453.8629,123087.9784,245055.803,29328.82641,148629.5073,432169.0303,23719.67578,51205.28497,24299.87598,24299.87598,255955.6492,616634.1139,412984.4959,37137.38174,272221.4162,148957.0601,97680.80463,531419.929,236763.4984,110861.5234,1027435.042,33604.30836,171669.7849,35835.30627,107258.0709,107258.0709
O53561,308804.8546,378559.7546,215175.5759,23710.9336,270491.889,404376.5208,345783.3618,24233.7179,251987.1552,44526.81487,66193.98233,266253.1403,79622.86213,547900.8917,54243.66157,399865.1893,399865.1893,252233.8552,520580.0569,146214.1531,114516.6544,711012.405,208138.2096,29054.667,310818.0058,310818.0058,375123.4689,233115.3592,257470.6816,23351.23475,117578.8715,417688.3981,24071.11643,20661.72496,29054.667,29054.667,150734.0886,98177.90275,78686.79047,9835.495972,206678.6895,271369.3276,172086.9923,281761.0851,185453.7223,225441.9043,794137.7511,21053.34433,128831.1279,20747.91498,65853.32773,65853.32773
O53580,117436.5998,150762.2599,94127.08478,167220.4789,104114.4298,103862.1069,75197.40488,16921.17293,74290.79337,41737.94488,206814.4323,247600.6625,78574.57614,84912.8475,59512.9207,228875.7471,228875.7471,78313.07137,351710.7434,93108.14151,60981.93303,214651.0439,107072.5712,101573.765,95606.23705,95606.23705,80742.77517,82360.5444,115067.0025,68992.89287,63768.87663,94981.84252,18836.55374,89920.95358,101573.765,101573.765,86729.33459,74548.2442,59001.32749,91932.52297,128718.2912,125249.1069,74636.92993,107542.1803,135709.6017,81449.7502,549287.8671,46115.61267,86988.18031,20219.92557,149154.1614,149154.1614
O53581,355392.6311,639001.3244,387401.8335,100690.9312,327586.6371,425327.5593,1709418.428,49427.01647,363501.4931,78941.17902,173007.0345,672680.5785,310206.6647,388927.9369,108208.9339,658417.0792,658417.0792,363559.0881,1603748.668,172038.9779,701254.6934,942166.4275,458109.6299,47193.07422,474366.5901,474366.5901,738562.101,398865.6751,423609.3794,48095.55088,844595.4581,1552811.735,50695.67365,57684.06207,47193.07422,47193.07422,535216.4616,317571.5212,179376.032,48238.26106,363696.1047,571738.4276,482642.2266,705950.4997,475053.7355,370975.4129,2291758.887,70823.90148,400162.4929,33659.32992,63670.64528,63670.64528
O53585,171358.2142,271328.4268,144830.2141,26167.48497,202114.8421,255805.3905,146332.661,11423.38962,146353.9698,19556.12782,158945.6848,359393.363,316774.0978,201977.9008,13832.2989,309549.8536,309549.8536,147579.5608,1273588.986,130696.1604,81750.86595,273644.2283,192935.6149,23736.18995,258564.3458,258564.3458,254722.1189,220986.147,163080.0884,10716.86616,117352.8372,186313.3408,12349.87886,78077.83876,23736.18995,23736.18995,179222.2544,357862.1938,269672.0722,16309.60709,177349.2453,157038.823,172123.2025,258631.4921,64089.93747,208934.5873,2184570.743,21123.36917,158271.344,17334.81108,41918.64295,41918.64295
O53605,360326.8355,275441.9438,178443.461,78523.87197,376299.3502,224651.5571,163971.631,70258.89111,166103.2905,75293.84453,139598.6869,397242.6568,72674.8406,175431.26,79271.72533,478012.5133,478012.5133,167231.6815,300016.4142,142294.5195,141623.7669,327913.9117,332758.252,80270.27267,290871.2152,290871.2152,257283.4306,204231.8448,231732.1893,66377.37211,134363.1002,335971.3011,61435.73,93091.30449,80270.27267,80270.27267,280014.7017,97409.27963,67027.06937,65840.44344,204412.5946,226532.0413,184356.9176,276962.458,226207.0133,201257.5336,635556.3872,42732.43367,193819.3607,62717.71519,90427.65472,90427.65472
O53611,35565.78027,88541.09571,57869.97378,19279.51504,71911.88394,41761.29857,971750.9464,8960.065324,75995.656,10533.76583,42390.69287,213925.5079,31611.04368,49370.68657,14221.46558,264340.7748,264340.7748,66267.2155,508816.6986,72503.1377,23122.00161,611153.7276,64625.7845,9595.159881,57635.33134,57635.33134,72174.16356,78036.22816,79452.20553,7685.095556,27338.09106,918161.7118,8625.16792,70958.47717,9595.159881,9595.159881,144094.1431,31792.66597,33393.80154,16487.07468,68755.10202,58610.55537,58913.60613,207683.4957,155841.2405,56449.1498,883788.0241,8661.378128,26709.25667,17061.14072,56836.05273,56836.05273
O53638,903798.6343,1350490.851,906548.9772,75661.32978,1034392.535,1147978.55,876794.1239,66054.22379,831049.513,105156.4548,111960.4341,1541415.918,131364.1927,670275.7794,88820.8173,1356957.991,1356957.991,834856.484,2436308.269,219843.9919,793100.415,1312755.794,999596.7543,79723.41857,1092785.697,1092785.697,787220.2153,687360.56,1028313.736,66783.8552,1054995.671,907187.1606,68125.85267,97216.78664,79723.41857,79723.41857,676051.0552,153282.0789,135018.9725,91425.74775,790024.2301,1070406.69,681899.1401,1067439.504,615488.8079,675405.3166,3321431.081,85665.39949,1125848.295,66934.70851,131932.8929,131932.8929
O53664,248139.5122,866676.9286,506712.4454,156967.2273,332063.6312,514038.3138,1061861.868,108286.6905,533071.7213,244036.8425,229818.7407,1390376.973,162517.6655,548472.2497,196311.4223,1110412.556,1110412.556,537161.7923,2123889.884,221217.58,444825.9915,1181483.129,362395.4716,101739.3559,386558.5106,386558.5106,618684.1503,563552.6418,501608.7905,115459.397,424141.7303,920039.3251,118303.3488,210080.9415,101739.3559,101739.3559,157996.4285,149417.5928,140996.7991,92581.3253,322475.0303,445610.8914,508968.9519,637541.737,455984.2675,550138.166,2709616.215,123743.901,381889.6276,125769.3421,172620.6143,172620.6143
O53666,46964.8322,85992.35409,69025.66654,120373.4694,81776.38445,84383.7149,67194.51977,69155.11548,74253.56887,70282.88875,99696.24021,179310.3588,67688.42133,62489.47199,84733.34399,194361.8412,194361.8412,75231.83147,214418.2529,152014.6627,20917.78921,148508.5109,69514.9319,86219.06762,55919.1133,55919.1133,58797.76246,63367.12132,50654.10199,66536.1022,21097.34967,147384.2887,80088.23676,191581.6434,86219.06762,86219.06762,109680.6264,62086.27017,81662.38637,83890.59826,97867.17314,90660.44787,52599.1888,163185.1683,109932.1404,57480.49718,733670.5196,85750.92669,48431.1524,99669.4201,110119.8857,110119.8857
